,filename,label
40,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_1988.JPEG,golf ball
41,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_4883.JPEG,golf ball
42,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_13067.JPEG,golf ball
43,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_17703.JPEG,golf ball
44,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_3544.JPEG,golf ball
45,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/ILSVRC2012_val_00038447.JPEG,golf ball
46,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_15776.JPEG,golf ball
47,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_4253.JPEG,golf ball
48,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_4229.JPEG,golf ball
49,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_2356.JPEG,golf ball
50,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_6276.JPEG,golf ball
51,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_3536.JPEG,golf ball
52,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_4673.JPEG,golf ball
53,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_7538.JPEG,golf ball
54,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_6658.JPEG,golf ball
55,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_2133.JPEG,golf ball
56,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_4416.JPEG,golf ball
57,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_654.JPEG,golf ball
58,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_5009.JPEG,golf ball
59,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_4249.JPEG,golf ball
60,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_127.JPEG,golf ball
61,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_9248.JPEG,golf ball
62,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_12947.JPEG,golf ball
63,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/ILSVRC2012_val_00046468.JPEG,golf ball
64,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_9753.JPEG,golf ball
65,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_3539.JPEG,golf ball
66,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/ILSVRC2012_val_00011983.JPEG,golf ball
67,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_7336.JPEG,golf ball
68,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_5457.JPEG,golf ball
69,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_2775.JPEG,golf ball
70,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_5008.JPEG,golf ball
71,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_5117.JPEG,golf ball
72,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_16078.JPEG,golf ball
73,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_2086.JPEG,golf ball
74,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_10499.JPEG,golf ball
75,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_20724.JPEG,golf ball
76,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_13257.JPEG,golf ball
77,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_1275.JPEG,golf ball
78,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_9374.JPEG,golf ball
79,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_15958.JPEG,golf ball
80,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_193.JPEG,golf ball
81,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_6134.JPEG,golf ball
82,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_14278.JPEG,golf ball
83,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_6016.JPEG,golf ball
84,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_398.JPEG,golf ball
85,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/ILSVRC2012_val_00038768.JPEG,golf ball
86,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_498.JPEG,golf ball
87,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_5786.JPEG,golf ball
88,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_748.JPEG,golf ball
89,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_646.JPEG,golf ball
90,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_237.JPEG,golf ball
91,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_3307.JPEG,golf ball
92,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_1969.JPEG,golf ball
93,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_10117.JPEG,golf ball
94,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_5358.JPEG,golf ball
95,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_397.JPEG,golf ball
96,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_4145.JPEG,golf ball
97,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_15294.JPEG,golf ball
98,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_1953.JPEG,golf ball
99,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_936.JPEG,golf ball
100,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_5026.JPEG,golf ball
101,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_4914.JPEG,golf ball
102,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_2873.JPEG,golf ball
103,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_10084.JPEG,golf ball
104,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_6265.JPEG,golf ball
105,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_2616.JPEG,golf ball
106,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_5665.JPEG,golf ball
107,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_13099.JPEG,golf ball
108,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_838.JPEG,golf ball
109,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_723.JPEG,golf ball
110,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_17157.JPEG,golf ball
111,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_6789.JPEG,golf ball
112,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_9436.JPEG,golf ball
113,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_9297.JPEG,golf ball
114,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_2339.JPEG,golf ball
115,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_603.JPEG,golf ball
116,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_10419.JPEG,golf ball
117,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_9105.JPEG,golf ball
118,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_8145.JPEG,golf ball
119,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_2597.JPEG,golf ball
120,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_9854.JPEG,golf ball
121,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_3155.JPEG,golf ball
122,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/ILSVRC2012_val_00019268.JPEG,golf ball
123,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_7634.JPEG,golf ball
124,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_8095.JPEG,golf ball
125,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_6347.JPEG,golf ball
126,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_2468.JPEG,golf ball
127,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_1809.JPEG,golf ball
128,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_10425.JPEG,golf ball
129,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_1086.JPEG,golf ball
130,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_75.JPEG,golf ball
131,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_4509.JPEG,golf ball
132,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_7203.JPEG,golf ball
133,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_8289.JPEG,golf ball
134,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_1334.JPEG,golf ball
135,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_1689.JPEG,golf ball
136,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_2713.JPEG,golf ball
137,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_8053.JPEG,golf ball
138,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_3995.JPEG,golf ball
139,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_4095.JPEG,golf ball
140,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_2634.JPEG,golf ball
141,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_6807.JPEG,golf ball
142,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_7015.JPEG,golf ball
143,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_3755.JPEG,golf ball
144,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_2157.JPEG,golf ball
145,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_2907.JPEG,golf ball
146,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_2548.JPEG,golf ball
147,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_7168.JPEG,golf ball
148,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_6427.JPEG,golf ball
149,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_1386.JPEG,golf ball
150,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_1107.JPEG,golf ball
151,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_8663.JPEG,golf ball
152,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_4834.JPEG,golf ball
153,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_5573.JPEG,golf ball
154,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_3325.JPEG,golf ball
155,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_4646.JPEG,golf ball
156,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_8679.JPEG,golf ball
157,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_2335.JPEG,golf ball
158,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_424.JPEG,golf ball
159,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_5766.JPEG,golf ball
160,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_10027.JPEG,golf ball
161,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_14399.JPEG,golf ball
162,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_10455.JPEG,golf ball
163,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_8484.JPEG,golf ball
164,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_1983.JPEG,golf ball
165,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_15787.JPEG,golf ball
166,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_4814.JPEG,golf ball
167,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_4198.JPEG,golf ball
168,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_14859.JPEG,golf ball
169,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_5768.JPEG,golf ball
170,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_1866.JPEG,golf ball
171,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_10759.JPEG,golf ball
172,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_8365.JPEG,golf ball
173,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_9207.JPEG,golf ball
174,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_9793.JPEG,golf ball
175,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_20454.JPEG,golf ball
176,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_2129.JPEG,golf ball
177,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_10235.JPEG,golf ball
178,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_5029.JPEG,golf ball
179,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_19933.JPEG,golf ball
180,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_6637.JPEG,golf ball
181,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_16413.JPEG,golf ball
182,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_3567.JPEG,golf ball
183,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_4333.JPEG,golf ball
184,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_663.JPEG,golf ball
185,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_13783.JPEG,golf ball
186,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_17104.JPEG,golf ball
187,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_3064.JPEG,golf ball
188,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_4188.JPEG,golf ball
189,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_7174.JPEG,golf ball
190,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_298.JPEG,golf ball
191,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_2194.JPEG,golf ball
192,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_6275.JPEG,golf ball
193,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_3969.JPEG,golf ball
194,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_5353.JPEG,golf ball
195,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_1686.JPEG,golf ball
196,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_4398.JPEG,golf ball
197,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_2493.JPEG,golf ball
198,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_6324.JPEG,golf ball
199,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_1838.JPEG,golf ball
200,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_2635.JPEG,golf ball
201,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_9696.JPEG,golf ball
202,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_9187.JPEG,golf ball
203,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_6384.JPEG,golf ball
204,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_4173.JPEG,golf ball
205,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_14706.JPEG,golf ball
206,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_574.JPEG,golf ball
207,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_384.JPEG,golf ball
208,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_20726.JPEG,golf ball
209,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_18234.JPEG,golf ball
210,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_14496.JPEG,golf ball
211,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_9179.JPEG,golf ball
212,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_5743.JPEG,golf ball
213,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_8779.JPEG,golf ball
214,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_16256.JPEG,golf ball
215,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_13093.JPEG,golf ball
216,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_5467.JPEG,golf ball
217,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_16166.JPEG,golf ball
218,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_5114.JPEG,golf ball
219,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_7178.JPEG,golf ball
220,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_2088.JPEG,golf ball
221,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_3397.JPEG,golf ball
222,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_19586.JPEG,golf ball
223,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_20239.JPEG,golf ball
224,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_5184.JPEG,golf ball
225,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_5043.JPEG,golf ball
226,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_10039.JPEG,golf ball
227,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_20319.JPEG,golf ball
228,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_10537.JPEG,golf ball
229,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_9787.JPEG,golf ball
230,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_18068.JPEG,golf ball
231,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_7665.JPEG,golf ball
232,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_5505.JPEG,golf ball
233,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_3836.JPEG,golf ball
234,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_2318.JPEG,golf ball
235,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_14914.JPEG,golf ball
236,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_12069.JPEG,golf ball
237,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_8985.JPEG,golf ball
238,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_6033.JPEG,golf ball
239,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_5534.JPEG,golf ball
240,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_17833.JPEG,golf ball
241,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_5939.JPEG,golf ball
242,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_5213.JPEG,golf ball
243,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_3529.JPEG,golf ball
244,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_14457.JPEG,golf ball
245,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_10106.JPEG,golf ball
246,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_7808.JPEG,golf ball
247,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_2124.JPEG,golf ball
248,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_7647.JPEG,golf ball
249,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_3119.JPEG,golf ball
250,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_2605.JPEG,golf ball
251,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_10376.JPEG,golf ball
252,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_416.JPEG,golf ball
253,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_1616.JPEG,golf ball
254,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_5809.JPEG,golf ball
255,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_13567.JPEG,golf ball
256,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_10304.JPEG,golf ball
257,/home/me/DVCvsDL/DVC-DataLad/data/raw/train/n03445777/n03445777_13538.JPEG,golf ball
